name,establishment,city,locality,latitude,longitude,cuisines,average_cost_for_two,highlights,aggregate_rating
Zamorin,Casual Dining,Kochi,"Fragrant Nature, Fort Kochi",9.967201916,76.25256993,"European, Healthy Food, Indian",2500,"Breakfast, Dinner, Cash, Debit Card, Lunch, Credit Card, No Alcohol Available, Wheelchair Accessible, Air Conditioned, Free Wifi, Indoor Seating",3.4
Buhari Special Juice,Beverage Shop,Kochi,Angamali,10.18938126,76.3857035,"Beverages, Cafe",200,"Cash, Takeaway Available, Indoor Seating, Digital Payments Accepted",3.4
Creme Studio,Dessert Parlour,Kochi,MG Road,9.984489175,76.28184199,Ice Cream,250,"Delivery, Cash, Takeaway Available, Indoor Seating, Desserts and Bakes",3.4
Metro Kulfi & Lassi,Dessert Parlour,Kochi,Edappally,10.015405,76.302062,Desserts,150,"Cash, No Alcohol Available, Takeaway Available, No Seating Available, Desserts and Bakes",3.4
Astoria Hotel,Casual Dining,Madurai,Periyar,9.916718514,78.10595803,Continental,500,"Lunch, Credit Card, Debit Card, No Alcohol Available, Dinner, Cash, Breakfast, Indoor Seating, Air Conditioned",3.4
The BBQ Father,Quick Bites,Madurai,SS Colony,9.918515,78.094481,BBQ,450,"Takeaway Available, Dinner, Cash, Outdoor Seating, Digital Payments Accepted",3.4
Classic Jamwich,Casual Dining,Madurai,KK Nagar,9.936413053,78.14356729,Sandwich,150,"Takeaway Available, Debit Card, Credit Card, Lunch, Delivery, Cash, Dinner, Indoor Seating, Table Reservation Not Required",3.4
Ashok,Casual Dining,Puducherry,Auroville,12.023895,79.864025,"South Indian, North Indian, Arabian",900,"Credit Card, Breakfast, Dinner, Cash, Takeaway Available, Lunch, Debit Card, Air Conditioned, Outdoor Seating",3.4
Amul,Dessert Parlour,Puducherry,Heritage Town,11.94154911,79.83109385,"Ice Cream, Desserts",150,"Credit Card, Takeaway Available, Indoor Seating, Desserts and Bakes, Air Conditioned",3.4
Kokkarako Biryani & Fast Foods,Casual Dining,Salem,"Reliance Mega Mall, Alagapuram Pudur",11.67559641,78.13284919,South Indian,150,"Cash, Lunch, Takeaway Available, Dinner, Indoor Seating",3.4
Shri's Cake Zone,Bakery,Salem,Alagapuram Pudur,11.67287052,78.14507168,Bakery,300,"Cash, Takeaway Available, Indoor Seating, Desserts and Bakes",3.4
SHRI SANGEETHAS,Fine Dining,Trichy,Tharanallur,10.82440551,78.71244404,"North Indian, South Indian",250,"Cash, Credit Card, Lunch, Breakfast, Delivery, Debit Card, Dinner, Indoor Seating, Air Conditioned, Pure Veg, All Day Breakfast, Table Reservation Not Required, 4/5 Star, Brunch, Desserts and Bakes",3.4
Punjabi Dhaba - The Residency Tower,Casual Dining,Trivandrum,Palayam,8.495048266,76.94992796,North Indian,1000,"Credit Card, Dinner, Cash, Takeaway Available, Debit Card, Valet Parking Available, Rooftop, Table booking recommended, Wheelchair Accessible, Fullbar",3.4
Grand Chef Restaurant,Casual Dining,Trivandrum,Kovalam,8.4815202,76.9602082,"South Indian, North Indian, Chinese, Continental, Arabian",800,"Dinner, Takeaway Available, Debit Card, Lunch, Cash, Credit Card, Indoor Seating, Air Conditioned, Free Wifi",3.4
Chennai Chicken Pakoda,Quick Bites,Trivandrum,Kovalam,8.481406426,76.96531177,"South Indian, Chinese",200,"Dinner, Takeaway Available, Lunch, Cash, Indoor Seating",3.4
Bistro57,Quick Bites,Vellore,Katpadi,12.95849169,79.14143521,"Beverages, Fast Food, Desserts, Coffee",200,"Lunch, Delivery, Cash, Dinner, Takeaway Available, Indoor Seating",3.4
Icecream Panda,Dessert Parlour,Chennai,Nandanam,13.03031424,80.24073221,Ice Cream,250,"No Seating Available, Takeaway Available, Cash, Desserts and Bakes",3.5
Cranberry Food court,Quick Bites,Thrissur,Poothole,10.52884214,76.21932607,"North Indian, South Indian",500,"Delivery, Credit Card, Cash, Takeaway Available, Debit Card, Indoor Seating, Air Conditioned, Digital Payments Accepted",3.5
Delite Sweet Parlour,Sweet Shop,Thrissur,Poothole,10.52248415,76.21411018,Mithai,200,"Takeaway Available, Cash, No Seating Available, Desserts and Bakes",3.5
Fifth Element - Vivanta by Taj,Fine Dining,Trivandrum,"Vivanta By Taj, Thycaud, Trivandrum",8.497185407,76.95834808,"South Indian, North Indian, Continental",2000,"Lunch, Takeaway Available, Credit Card, Debit Card, Breakfast, Cash, Dinner, Brunch, Indoor Seating, Wheelchair Accessible, Valet Parking Available, Table booking recommended, Air Conditioned, Fullbar, 4/5 Star",3.5
Thakkaram,Quick Bites,Trivandrum,Kulathoor,8.57103959,76.86633054,"South Indian, Chinese",300,"Lunch, Cash, Takeaway Available, Debit Card, No Alcohol Available, Dinner, Delivery, Credit Card, Rooftop, Air Conditioned",3.5
Sree Arul Jyothi Vegetarian Restaurant,Quick Bites,Trivandrum,Palayam,8.496451916,76.94824722,South Indian,250,"Dinner, Takeaway Available, Breakfast, Lunch, Cash, Indoor Seating, Pure Veg",3.5
Persian Darbar Qureshi Mandhi,Casual Dining,Kochi,Perumbavoor,10.10842521,76.48115339,"Arabian, Biryani",400,"Delivery, Lunch, Takeaway Available, Dinner, Cash, Digital Payments Accepted, Indoor Seating",3.6
Sandwich Square,Quick Bites,Salem,Alagapuram Pudur,11.67659685,78.13996945,Sandwich,250,"No Alcohol Available, Cash, Dinner, Takeaway Available, Lunch, Indoor Seating",3.6
Lassi Cream,Beverage Shop,Vellore,Katpadi,12.968827,79.155724,"Beverages, Ice Cream, Desserts",150,"Delivery, Credit Card, Cash, Takeaway Available, Debit Card, Outdoor Seating, Digital Payments Accepted, Indoor Seating",3.6
Foodicted Folks,Quick Bites,Palakkad,Kalmandapam,10.7731769,76.666594,"North Indian, Chinese, South Indian",200,"Dinner, Delivery, Lunch, Cash, Takeaway Available, Indoor Seating",3.7
Richy Rich,Dessert Parlour,Puducherry,Heritage Town,11.94897048,79.82295569,"Desserts, Sandwich, Burger, Fast Food",200,"Takeaway Available, Cash, Credit Card, Delivery, Debit Card, Indoor Seating, Pure Veg, Air Conditioned, Digital Payments Accepted, Desserts and Bakes",3.8
Kalhara Cafe and Restaurant,Quick Bites,Alappuzha,Anantha Narayanapuram,9.48956,76.333693,"Arabian, Continental",350,"Dinner, Cash, Lunch, Takeaway Available, Indoor Seating, Air Conditioned",4
Sherlock's - Lounge & Bar,Lounge,Coimbatore,"Brookefields Mall, RS Puram",11.009001,76.959361,"Finger Food, Chinese",1000,"Dinner, Cash, Takeaway Available, Debit Card, Lunch, Credit Card, Indoor Seating, Free Wifi, Air Conditioned, Smoking Area",2.7
Krishna Vilas,Quick Bites,Madurai,Pandian Nagar,9.880678812,78.06169353,South Indian,200,"No Alcohol Available, Cash, Dinner, Takeaway Available, Lunch, Indoor Seating",2.7
What's Up Cafe,Cafe,Puducherry,Kottukuppam,11.97108575,79.84449416,Cafe,500,"Cash, Breakfast, Lunch, Takeaway Available, No Alcohol Available, Indoor Seating, Outdoor Seating, Table Reservation Not Required",2.7
Sri Bombay Badam Milk And Lassy Centre,Quick Bites,Coimbatore,Saibaba Colony,11.022056,76.946472,Beverages,100,"Dinner, Takeaway Available, Lunch, Cash, Indoor Seating",2.8
Amma samayal,Quick Bites,Coimbatore,Saibaba Colony,11.025864,76.942014,"South Indian, Chinese",282,"Lunch, Delivery, Breakfast, Debit Card, No Alcohol Available, Dinner, Cash, Credit Card, Indoor Seating",2.8
Oberoi Restaurant & Bar,Beverage Shop,Kochi,MG Road,9.984045058,76.28204517,"North Indian, Chinese, Indian, Kebab",500,"Cash, Dinner, Serves Alcohol, Takeaway Available, Lunch, Beer, Indoor Seating, Wine, Air Conditioned",2.8
Eleven Eleven,Casual Dining,Madurai,Iyer Bungalow,9.965670961,78.1262885,"Chettinad, Chinese",200,"Lunch, Cash, Credit Card, No Alcohol Available, Dinner, Takeaway Available, Debit Card, Indoor Seating",2.8
Rottu Kadai,Quick Bites,Puducherry,MG Road,11.92990446,79.82817829,South Indian,250,"No Seating Available, No Alcohol Available, Cash, Dinner, Takeaway Available, Lunch",2.8
Messy Bowl,Cafe,Coimbatore,Kalapatti,11.06116,77.037178,"Cafe, Fast Food",500,"Dinner, Cash, Credit Card, Lunch, Takeaway Available, Debit Card, Indoor Seating, Air Conditioned",2.9
UBQ By Barbeque Nation,,Coimbatore,Town Hall,10.99436599,76.96332432,North Indian,400,"No Alcohol Available, Lunch, Cash, No Seating Available, Dinner, Delivery",2.9
Scoopp Shop,Food Court,Coimbatore,"Brookefields Mall, RS Puram",11.00940518,76.95908535,"Ice Cream, Desserts, Juices",300,"Debit Card, No Alcohol Available, Mall Parking, Credit Card, Cash, Takeaway Available, Desserts and Bakes, Indoor Seating, Air Conditioned",2.9
Super Bakery,Bakery,Kochi,Pallimukku,9.963492,76.2878986,"Bakery, Desserts",150,"No Alcohol Available, Cash, Indoor Seating, Desserts and Bakes",2.9
Alps,Dessert Parlour,Kochi,"Centre Square Mall, Kacheripady",9.977869953,76.28291655,"Juices, Beverages, Desserts",200,"Takeaway Available, Debit Card, Mall Parking, Credit Card, Cash, Outdoor Seating, Desserts and Bakes, Air Conditioned",2.9
Monsters Kitchen,Casual Dining,Madurai,Viswanathapuram,9.955184741,78.12934354,"South Indian, North Indian, Chinese",250,"Takeaway Available, Cash, Delivery, Indoor Seating, Table Reservation Not Required",2.9
Viruthunagar,Quick Bites,Puducherry,Lawspet,11.95748611,79.80950833,"South Indian, Ice Cream, Desserts",300,"Takeaway Available, Cash, No Alcohol Available, Dinner, Breakfast, Lunch, Air Conditioned, Indoor Seating",2.9
HOTEL SUMITH PALACE,Quick Bites,Puducherry,MG Road,11.92898105,79.83067945,"Chettinad, Biryani, Chinese, North Indian",500,"Dinner, Cash, Takeaway Available, Lunch, Delivery, Indoor Seating, Air Conditioned",2.9
Hotel Sree,Quick Bites,Trichy,Karumandapam,10.795527,78.681608,South Indian,150,"Lunch, Cash, No Alcohol Available, Dinner, Takeaway Available, Indoor Seating",2.9
CafÃƒÂ© Jew Town,Cafe,Kochi,Mattancherry,9.957491667,76.26016944,"Cafe, Fast Food",350,"Cash, Breakfast, Lunch, Takeaway Available, No Alcohol Available, Indoor Seating, Air Conditioned",3
Madras cafe,Food Court,Kochi,Edappally,10.01444305,76.31240375,South Indian,250,"Cash, Takeaway Available, Lunch, No Alcohol Available, Dinner, Indoor Seating",3
Bakery B by Best Bakers,Bakery,Kochi,Marad,9.938391667,76.32338056,Bakery,200,"Delivery, Dinner, Takeaway Available, Lunch, Desserts and Bakes, Outdoor Seating",3
Sri Parvathi Meenakshi,Casual Dining,Madurai,KK Nagar,9.936684516,78.14255107,South Indian,150,"Cash, Lunch, Takeaway Available, Dinner, Indoor Seating",3
Nainar Noruks,Sweet Shop,Madurai,Sathamangalam,9.926545126,78.13353214,"Mithai, Bakery",200,"Cash, Debit Card, Takeaway Available, Credit Card, Indoor Seating, Pure Veg, Pre-Ordering Required, Desserts and Bakes",3
Jayaram Bakery & Sweets,Bakery,Madurai,Iyer Bungalow,9.963407644,78.13506804,Bakery,150,"No Alcohol Available, Takeaway Available, No Seating Available, Cash, Air Conditioned, Desserts and Bakes",3
Ozone Bar,Bar,Puducherry,Hot Cold Bar & Restaurants,11.9414553,79.8281233,"Chinese, North Indian, South Indian, Continental",300,"Cash, Dinner, Serves Alcohol, Debit Card, Credit Card, Takeaway Available, Above 18 Only, Air Conditioned, Indoor Seating, Fullbar, Gin Bar, Nightlife, Table booking not available",3
Legumes,Casual Dining,Puducherry,Gandhinagar,11.94073628,79.80808318,"South Indian, North Indian, Chinese, Continental",600,"Lunch, Credit Card, Cash, Serves Alcohol, Dinner, Takeaway Available, Debit Card, Air Conditioned, Wifi, Table booking recommended, Valet Parking Available, Indoor Seating, Pure Veg",3
Food Paradise,Quick Bites,Puducherry,Mudaliarpet,11.91958627,79.80872121,Fast Food,350,"No Alcohol Available, Cash, Lunch, Credit Card, Dinner, Takeaway Available, Delivery, Debit Card, Air Conditioned, Free Parking, Indoor Seating, Halal",3
Cakes And Treats,Quick Bites,Trichy,Kattur,10.79915191,78.75006706,"Finger Food, Pizza, Burger, Sandwich, Desserts",200,"Lunch, No Alcohol Available, Delivery, Cash, Dinner, Takeaway Available, Indoor Seating",3
Cafeccino,Quick Bites,Trivandrum,Ulloor,8.532725527,76.92909289,"North Indian, Fast Food",250,"Dinner, Takeaway Available, Lunch, Cash, Credit Card, Indoor Seating, Air Conditioned",3
Panchali Restaurant,Casual Dining,Trivandrum,Kannanthura,8.481343089,76.94638778,"North Indian, South Indian, Chinese, Arabian",500,"Dinner, Takeaway Available, Debit Card, Lunch, Cash, Credit Card, Indoor Seating",3
Uppum Mulakum Family Restaurant,Casual Dining,Trivandrum,Mannanthala,8.559551843,76.94340047,"South Indian, Kerala",400,"Takeaway Available, Breakfast, Dinner, Cash, Lunch, Indoor Seating, Table Reservation Not Required",3
Hotel Sri Aiswariya,Casual Dining,Trivandrum,Sasthamangalam,8.511538927,76.96760103,"South Indian, North Indian, Kerala",250,"Dinner, Cash, Takeaway Available, Breakfast, Lunch, Delivery, Credit Card, Debit Card, Indoor Seating, Table Reservation Not Required",3
Kismath,Casual Dining,Trivandrum,Kulathoor,8.555945315,76.87666744,"Kerala, South Indian, North Indian, Arabian",600,"Dinner, Delivery, Credit Card, Lunch, Cash, Takeaway Available, Debit Card, Indoor Seating, Air Conditioned, Table booking recommended",3
Aramana,Food Court,Chennai,"Ascendas IT Park, Taramani",12.98477144,80.24588373,"South Indian, Chettinad, Biryani",300,"Dinner, Delivery, Breakfast, Lunch, Cash, Takeaway Available, Credit Card, Debit Card, Indoor Seating, Air Conditioned, Halal, Digital Payments Accepted",3.1
Aaysha Biryani,Food Court,Chennai,Kolathur,13.12685596,80.2012397,"Biryani, Chinese",450,"Dinner, Cash, Takeaway Available, Credit Card, Lunch, Delivery, Debit Card, Outdoor Seating, Digital Payments Accepted, Halal",3.1
Sri Sankara Mess,Mess,Chennai,Abhiramapuram,13.0308695,80.2568639,South Indian,100,"Dinner, Takeaway Available, Breakfast, Lunch, Cash, Indoor Seating, Pure Veg",3.1
Topaz,Bar,Coimbatore,"Hotel Alankara Grand, Nehru Stadium",11.01013908,76.96597327,Finger Food,1000,"Credit Card, Lunch, Serves Alcohol, Dinner, Air Conditioned, Nightlife, Indoor Seating, Fullbar",3.1
Priyadarshini Bakery,Bakery,Coimbatore,Town Hall,10.99390488,76.96329173,"Bakery, Street Food",40,"Cash, Takeaway Available, No Alcohol Available, Indoor Seating, Desserts and Bakes",3.1
Sai Cakes,Bakery,Coimbatore,Sitra,11.052974,77.038801,"Bakery, Chinese, Beverages, Ice Cream",100,"Cash, Takeaway Available, Indoor Seating, Digital Payments Accepted",3.1
Chechi's Foods,Quick Bites,Kochi,Kaloor,9.97725412,76.29833993,Kerala,100,"No Seating Available, Dinner, Delivery, Cash, Lunch, No Alcohol Available, Digital Payments Accepted",3.1
Bakery B by Best Bakers,Bakery,Kochi,Kaloor,9.983541667,76.29599722,Bakery,200,"Cash, Takeaway Available, No Alcohol Available, Delivery, Outdoor Seating, Desserts and Bakes",3.1
Shawarma Ie Cream Parlour,Dessert Parlour,Kochi,Marine Drive,9.978248,76.27633,"Ice Cream, Desserts",150,"Cash, No Alcohol Available, Indoor Seating, Desserts and Bakes",3.1
Teameats,Quick Bites,Kochi,Kalamassery,10.0466414,76.3213607,"Burger, Beverages, Cafe",250,"Dinner, Cash, Credit Card, Lunch, Takeaway Available, Debit Card, Indoor Seating, Digital Payments Accepted",3.1
Sree Krishna Sweets & Bakery,Bakery,Madurai,Vandiyur,9.91076441,78.14980377,Bakery,150,"No Alcohol Available, Cash, No Seating Available, Takeaway Available, Desserts and Bakes",3.1
Waalai Mess and Caterers,Mess,Madurai,KK Nagar,9.9377631,78.13243277,"North Indian, South Indian",300,"Cash, Dinner, Delivery, Lunch, No Alcohol Available, Takeaway Available",3.1
Sri Kamakshi Amman,Quick Bites,Madurai,Avaniyapuram,9.888267107,78.11725885,South Indian,150,"No Alcohol Available, Cash, Lunch, Takeaway Available, Breakfast, Dinner, Indoor Seating",3.1
Smiles N Shakes,Quick Bites,Puducherry,MG Road,11.92902336,79.8297162,"Desserts, Ice Cream, Beverages",250,"Delivery, Cash, Takeaway Available, Indoor Seating",3.1
Insuvai,Quick Bites,Puducherry,Heritage Town,11.93908436,79.81389686,"Ice Cream, Fast Food",250,"No Seating Available, Dinner, Takeaway Available, Cash, Lunch, Delivery, Digital Payments Accepted",3.1
Hotel Runitha,Quick Bites,Puducherry,Mudaliarpet,11.92909815,79.80730366,"South Indian, Biryani",400,"Dinner, Takeaway Available, Lunch, No Alcohol Available, Cash, Digital Payments Accepted, Air Conditioned, Indoor Seating",3.1
Casa 14,Cafe,Trichy,KK Nagar,10.7519204,78.6926927,"American, Cafe, Fast Food",500,"Lunch, Debit Card, Dinner, Cash, Credit Card, Outdoor Seating, Free Wifi, Kid Friendly, Smoking Area, Indoor Seating, Digital Payments Accepted",3.1
Panama Restaurant,Casual Dining,Trichy,Kilapudur,10.82377817,78.69478337,"South Indian, Chinese, Biryani",250,"Lunch, Delivery, Cash, Dinner, Takeaway Available, Air Conditioned, Indoor Seating, Digital Payments Accepted",3.1
MALAYSIAN RESTAURANT,Casual Dining,Trichy,Srirangam,10.85722479,78.69347982,"South Indian, North Indian, Chinese",200,Cash,3.1
Sri Rajeshwari Bakery and Sweets,Bakery,Trichy,Woraiyur,10.83277811,78.69231172,"Bakery, Mithai",0,"Cash, Takeaway Available, Indoor Seating, Desserts and Bakes",3.1
Nandus Restaurant,Quick Bites,Trivandrum,Kulathoor,8.5234257,76.8891015,South Indian,250,"Dinner, Takeaway Available, Lunch, Cash, Indoor Seating",3.1
Cafe F5,Quick Bites,Trivandrum,Kulathoor,8.537150568,76.88020997,"Kerala, Juices",300,"No Alcohol Available, Cash, Takeaway Available, Dinner, Indoor Seating",3.1
Jayaram Bakery,Bakery,Trivandrum,Kumarapuram,8.52022963,76.9289913,"Bakery, Mithai",300,"Takeaway Available, Credit Card, Cash, Delivery, Debit Card, No Seating Available, Desserts and Bakes, Indoor Seating, Pure Veg",3.1
Bikam's Kitchen,Quick Bites,Trivandrum,Vazhuthacaud,8.511798889,76.96413629,Biryani,200,"Cash, Takeaway Available, Delivery, Indoor Seating",3.1
Thalassery Biriyani Darbar,Quick Bites,Trivandrum,Sreekariyam,8.54884621,76.9170206,Kerala,250,"Dinner, No Alcohol Available, Cash, Breakfast, Takeaway Available, Lunch, Indoor Seating",3.1
Chaat Palette,Kiosk,Chennai,Thuraipakkam,12.93111055,80.23222961,"Fast Food, South Indian, Beverages",200,"Lunch, Cash, Takeaway Available, Credit Card, Dinner, Delivery, Debit Card, Outdoor Seating, Free Wifi, Indoor Seating, Digital Payments Accepted, Pure Veg",3.2
Humpty Dumpty,Kiosk,Chennai,T. Nagar,13.0364949,80.23610473,"Sandwich, Rolls",100,"Lunch, Cash, Takeaway Available, Dinner, Delivery",3.2
Green Crush,Kiosk,Chennai,Palavakkam,12.9621949,80.25632892,"Beverages, Juices",150,"Delivery, Cash, Takeaway Available, Digital Payments Accepted",3.2
Green Crush,Kiosk,Chennai,Alwarpet,13.03858764,80.25922135,"Beverages, Juices",150,"Cash, No Seating Available, Takeaway Available, Delivery, Desserts and Bakes, Pure Veg, Digital Payments Accepted",3.2
Hangi Roadst'er,Food Truck,Chennai,Ambattur,13.09483742,80.16940556,"BBQ, Seafood",200,"Dinner, Cash, Takeaway Available, Debit Card, Credit Card, Digital Payments Accepted, Self Service",3.2
The Slice - Radisson Blu GRT Hotel,Dessert Parlour,Chennai,"Radisson Blu, GST Road",12.99478076,80.18732138,"Desserts, Bakery",300,"Cash, No Alcohol Available, Credit Card, Takeaway Available, Debit Card, Indoor Seating, Wifi, Pure Veg, Air Conditioned, Desserts and Bakes",3.2
Aroma Bakery,Bakery,Coimbatore,RS Puram,11.00665483,76.95101324,"Bakery, Street Food",100,"Cash, Takeaway Available, No Alcohol Available, Indoor Seating, Desserts and Bakes",3.2
Kulukki Corner,Beverage Shop,Coimbatore,Town Hall,10.9938802,76.96267448,Beverages,100,"Cash, Takeaway Available, Indoor Seating",3.2
LJ Iyengars Cake Shop,Bakery,Coimbatore,Ondipudur,11.00356909,77.04438798,Bakery,100,"Cash, No Alcohol Available, Indoor Seating, Desserts and Bakes",3.2
CSK,Mess,Coimbatore,Ukkadam,10.9548038,76.95358884,"South Indian, Biryani",150,"Cash, Takeaway Available",3.2
Yugo,Beverage Shop,Coimbatore,RS Puram,11.009392,76.956903,Beverages,300,"Cash, Takeaway Available, Indoor Seating",3.2
Snow Bucks,Beverage Shop,Coimbatore,Peelamedu,11.02754426,77.02391636,Beverages,200,"Takeaway Available, Debit Card, Cash, Credit Card, Outdoor Seating, Indoor Seating",3.2
Pazhamudhir Nilayam,Dessert Parlour,Coimbatore,Peelamedu,11.02288964,77.00192492,"Desserts, Beverages",150,"Takeaway Available, No Seating Available, Cash, No Alcohol Available, Desserts and Bakes",3.2
Safa Bakery,Dessert Parlour,Kochi,Edappally,10.02615389,76.30646802,Bakery,100,"Cash, Desserts and Bakes",3.2
Lassi Shots,Beverage Shop,Kochi,Palarivattom,9.9841925,76.31206641,Beverages,100,"Cash, Takeaway Available, Indoor Seating, Desserts and Bakes, Free Parking",3.2
Bakery B by Best Bakers,Bakery,Kochi,Kacheripady,9.986222222,76.28321944,Bakery,200,"Delivery, Dinner, Takeaway Available, Lunch, Desserts and Bakes, Indoor Seating",3.2
Cookie Shop,Dessert Parlour,Kochi,"Centre Square Mall, Kacheripady",9.977848159,76.28287867,Desserts,150,"Cash, Mall Parking, Pure Veg, Desserts and Bakes, Air Conditioned, Indoor Seating",3.2
Kottavathil,Casual Dining,Kochi,Tripunithura,9.9453575,76.34716797,"South Indian, Kerala, Finger Food",800,"Cash, Debit Card, Dinner, Credit Card, Takeaway Available, Lunch, Indoor Seating, Fullbar, Free Parking",3.2
Fresh Cream,Bakery,Madurai,Sathamangalam,9.925837054,78.14879894,Bakery,150,"Takeaway Available, Delivery, Cash, Indoor Seating, Air Conditioned, Digital Payments Accepted, Pre-Ordering Required, Desserts and Bakes",3.2
Scoop Shop,Kiosk,Madurai,KK Nagar,9.938365137,78.13597497,Ice Cream,250,"No Seating Available, Takeaway Available, Cash, No Alcohol Available, Debit Card, Credit Card, Self Service, Desserts and Bakes",3.2
Chennai Kulfi,Dessert Parlour,Madurai,Sathamangalam,9.923355159,78.13890025,"Ice Cream, Desserts",200,"Takeaway Available, Cash, Indoor Seating, Desserts and Bakes, Air Conditioned",3.2
Sri Krishna Grand,Quick Bites,Madurai,Pasumalai,9.900934023,78.09417374,South Indian,200,"Takeaway Available, Credit Card, Debit Card, Lunch, No Alcohol Available, Cash, Breakfast, Dinner, Indoor Seating, Free Parking, Air Conditioned, Pure Veg",3.2
The Majestic Crown,Casual Dining,Ooty,Kandal,11.41267057,76.69192761,"Chinese, South Indian",500,"Takeaway Available, Cash, Breakfast, Dinner, Credit Card, Debit Card, Lunch, Indoor Seating, Halal, Table booking recommended, Buffet",3.2
Chandan Vegetarian,Casual Dining,Ooty,Elk Hill,11.4111371,76.70795783,"South Indian, North Indian, Chinese",800,"Dinner, Cash, Credit Card, Lunch, Takeaway Available, Debit Card, Indoor Seating, Table booking recommended",3.2
Durga Restaurant Veg,Casual Dining,Ooty,Elk Hill,11.41099512,76.70930933,South Indian,300,"Takeaway Available, Credit Card, Dinner, Cash, Debit Card, Lunch, Indoor Seating, Pure Veg, Table Reservation Not Required",3.2
Just White - Hotel Atithi,Bar,Puducherry,Hotel Atithi,11.94206148,79.83080685,Finger Food,1000,"Lunch, Dinner, Cash, Credit Card, Serves Alcohol, Debit Card, Indoor Seating, Nightlife, Air Conditioned, Above 18 Only, Live Music, Wifi, Valet Parking Available, Fullbar, Gin Bar",3.2
Tulasi Bhavan Chaat Center,Kiosk,Puducherry,Heritage Town,11.93718444,79.83016782,Street Food,100,"Cash, Takeaway Available, Dinner, No Seating Available, No Alcohol Available, Pure Veg",3.2
Star Burma Hotel,Quick Bites,Puducherry,MG Road,11.93080106,79.82832484,"Burmese, Chinese",300,"Dinner, Takeaway Available, Debit Card, Lunch, Cash, Credit Card, Indoor Seating",3.2
Olive,Bar,Salem,"Grand Estancia, Narsothipatty",11.68316287,78.12544797,Finger Food,1000,"Cash, Credit Card, Lunch, Debit Card, Dinner, Above 18 Only, Air Conditioned, Live Entertainment, Indoor Seating, Fullbar, Serves Cocktails, Resto Bar",3.2
Kulfi House,Dessert Parlour,Salem,Alagapuram Pudur,11.73069835,78.0596802,"Desserts, Ice Cream",150,"Takeaway Available, Debit Card, Cash, Credit Card, Air Conditioned, Desserts and Bakes, Indoor Seating",3.2
Madurai Jigarthanda,Beverage Shop,Salem,Suramangalam,11.6746695,78.12502217,"Beverages, Desserts",200,"Takeaway Available, Cash, Indoor Seating, Air Conditioned",3.2
Lakshmi Sweets,Bakery,Salem,Gugai,11.65351802,78.15970548,"Desserts, Bakery",0,"Cash, Credit Card, Takeaway Available, Debit Card, Indoor Seating, Desserts and Bakes",3.2
Star Biryani,Quick Bites,Salem,Kondalampatti,11.7214647,78.0702016,Biryani,250,"Dinner, Delivery, Lunch, Cash, Takeaway Available, Indoor Seating",3.2
Baskin Robbins,Dessert Parlour,Salem,"Santham Complex, Alagapuram Pudur",11.67706539,78.14050287,"Ice Cream, Beverages",300,"Cash, Takeaway Available, Indoor Seating, Pure Veg, Air Conditioned, Desserts and Bakes",3.2
Saravana Cakes & Sweets,Bakery,Salem,Suramangalam,11.67286231,78.07340741,"Bakery, Desserts",300,"Takeaway Available, Cash, Indoor Seating, Desserts and Bakes",3.2
C'sons Hot,Casual Dining,Thrissur,Poothole,10.5203537,76.2053293,"South Indian, North Indian, Chinese",1000,"Dinner, Takeaway Available, Breakfast, Lunch, Cash, Credit Card, Debit Card, Indoor Seating, Air Conditioned, Table booking recommended",3.2
Amul Ice Cream Parlour,Dessert Parlour,Thrissur,Koorkencherry,10.50088816,76.21207774,"Ice Cream, Desserts",150,"Cash, Credit Card, No Alcohol Available, Takeaway Available, Debit Card, Indoor Seating, Desserts and Bakes",3.2
Burger Corner,Quick Bites,Thrissur,Kizhakkumpattukara,10.5221055,76.239781,Chinese,350,"No Seating Available, Dinner, Cash, Lunch, Standing Tables, Takeaway Available",3.2
Baskin Robbins,Food Court,Thrissur,"Shobha City Mall, Puzhakkal",10.54959502,76.18267167,"Ice Cream, Desserts",300,"Debit Card, Mall Parking, Cash, Takeaway Available, Credit Card, Indoor Seating, Desserts and Bakes",3.2
Shake Story,Beverage Shop,Thrissur,Puzhakkal,10.5503056,76.1812186,"Beverages, Cafe",250,"Cash, Debit Card, Takeaway Available, Credit Card, Delivery",3.2
Mumbai Tadka,Quick Bites,Thrissur,Kizhakkumpattukara,10.513661,76.227859,"North Indian, Chinese",350,"Dinner, Cash, Takeaway Available, Debit Card, Lunch, Delivery, Credit Card, Indoor Seating, Air Conditioned",3.2
Hot Oven Bakers And Cafe,Bakery,Thrissur,Mannuthy,10.510635,76.259502,"Bakery, Fast Food",400,"Cash, Takeaway Available, Indoor Seating, Desserts and Bakes, Pre-Ordering Required",3.2
LASSI EMPIRE,Quick Bites,Trichy,Thillai Nagar,10.79786584,78.68305743,Beverages,150,"Cash, Takeaway Available, Indoor Seating",3.2
SVR Fast Food,Quick Bites,Trichy,Woraiyur,10.83212972,78.69290482,"Chinese, South Indian",150,"No Alcohol Available, Cash, Dinner, Takeaway Available, Lunch, Breakfast, Indoor Seating",3.2
